DSC02817.JPG	29.88842081	-98.81988395	543.8981
DSC02818.JPG	29.88860343	-98.81990217	542.647
DSC02819.JPG	29.88878819	-98.81988058	542.2941
DSC02820.JPG	29.88896307	-98.81985588	542.2174
DSC02821.JPG	29.88913576	-98.81984224	542.1084
DSC02822.JPG	29.88930817	-98.81983894	542.2905
DSC02823.JPG	29.88948611	-98.81983212	542.5651
DSC02824.JPG	29.88966025	-98.81982043	542.9242
DSC02825.JPG	29.88983273	-98.81981529	543.0952
DSC02826.JPG	29.89002244	-98.81981971	544.061
DSC02827.JPG	29.8901982	-98.81982437	543.9854
DSC02828.JPG	29.89038985	-98.81981089	544.2392
DSC02829.JPG	29.89055773	-98.81981627	544.3265
DSC02830.JPG	29.89074595	-98.81981129	544.3788
DSC02831.JPG	29.89095584	-98.81979596	543.6571
DSC02832.JPG	29.89089118	-98.819135	544.557
DSC02833.JPG	29.89067753	-98.81918734	545.6279
DSC02834.JPG	29.89048706	-98.81922317	545.1544
DSC02835.JPG	29.89031286	-98.81924406	544.2892
DSC02836.JPG	29.89013118	-98.81925192	543.3866
DSC02837.JPG	29.88994276	-98.81924393	543.0423
DSC02838.JPG	29.88975159	-98.81923068	543.4141
DSC02839.JPG	29.88956908	-98.81922519	543.8647
DSC02840.JPG	29.88938282	-98.81923031	544.1463
DSC02841.JPG	29.88919497	-98.81924116	543.9181
DSC02842.JPG	29.88901438	-98.81925061	543.523
DSC02843.JPG	29.88882454	-98.81925609	543.1366
DSC02844.JPG	29.88862988	-98.81925832	543.049
DSC02845.JPG	29.88845211	-98.81925937	543.4469
DSC02846.JPG	29.88827232	-98.81925446	544.2978
DSC02847.JPG	29.88808061	-98.81923983	544.8745
DSC02848.JPG	29.88816633	-98.81861977	543.3834
DSC02849.JPG	29.88836336	-98.81856893	543.7848
DSC02850.JPG	29.88853285	-98.81854758	543.5236
DSC02851.JPG	29.88872228	-98.81858144	544.1796
DSC02852.JPG	29.88890073	-98.81862231	544.3712
DSC02853.JPG	29.88907564	-98.81862568	543.5454
DSC02854.JPG	29.88925346	-98.81860817	543.5751
DSC02855.JPG	29.88942475	-98.8186078	544.3197
DSC02856.JPG	29.88961449	-98.81860686	545.1194
DSC02857.JPG	29.88978393	-98.81860002	544.8055
DSC02858.JPG	29.88995428	-98.81859501	544.6631
DSC02859.JPG	29.89012358	-98.81859688	544.3989
DSC02860.JPG	29.89029763	-98.81860417	544.1562
DSC02861.JPG	29.89047756	-98.81861091	544.2767
DSC02862.JPG	29.89065166	-98.81861224	543.8276
DSC02863.JPG	29.89083328	-98.81860778	543.6926
DSC02864.JPG	29.89101483	-98.8185899	544.3369
DSC02865.JPG	29.89082125	-98.81803415	542.7144
DSC02866.JPG	29.89062112	-98.81803852	542.4243
DSC02867.JPG	29.89044529	-98.81801867	542.0343
DSC02868.JPG	29.89026785	-98.81799521	541.7917
DSC02869.JPG	29.89007663	-98.81798451	541.7164
DSC02870.JPG	29.88990759	-98.81798872	541.4242
DSC02871.JPG	29.88971763	-98.81800404	541.3533
DSC02872.JPG	29.88954135	-98.81801516	541.6566
DSC02873.JPG	29.8893657	-98.81801556	542.0153
DSC02874.JPG	29.88918401	-98.81801148	542.6431
DSC02875.JPG	29.8889966	-98.81801024	543.154
DSC02876.JPG	29.88880281	-98.81800934	543.4331
DSC02877.JPG	29.888641	-98.81800578	543.5672
DSC02878.JPG	29.88846198	-98.81799979	543.4328
DSC02879.JPG	29.8882812	-98.81799454	543.128
DSC02880.JPG	29.88809094	-98.8179896	542.5882
